"ID" "nombre" "municipio" "estado" "estado..ISO." "situación" "latitud" "longitud" "altitud"
"100" 2029 "La Providencia" "San Quintín" "Baja California" "bc" "Suspendida" 30.96861111 -116.1566667 40
"101" 2030 "La Puerta" "Tecate" "Baja California" "bc" "Operando" 32.54388889 -116.6783333 480
"102" 2031 "La Rumorosa" "Tecate" "Baja California" "bc" "Operando" 32.54861111 -116.0463889 1232
"103" 2032 "Las Escobas" "San Quintín" "Baja California" "bc" "Operando" 30.57944444 -115.9377778 30
"104" 2033 "Mexicali (DGE)" "Mexicali" "Baja California" "bc" "Suspendida" 32.66333333 -115.4677778 3
"105" 2034 "Mexicali (SMN)" "Mexicali" "Baja California" "bc" "Operando" 32.55 -115.4666667 3
"106" 2035 "Ojos Negros" "Ensenada" "Baja California" "bc" "Suspendida" 31.91166667 -116.2647222 680
"107" 2036 "Olivares Mexicanos" "Ensenada" "Baja California" "bc" "Operando" 32.04916667 -116.6808333 340
"108" 2037 "Presa Morelos" "Mexicali" "Baja California" "bc" "Operando" 32.71527778 -114.7288889 40
"109" 2038 "Presa Rodríguez" "Tijuana" "Baja California" "bc" "Operando" 32.44694444 -116.9077778 120
"110" 2039 "Punta Prieta" "San Quintín" "Baja California" "bc" "Operando" 29.15833333 -114.1458333 325
"111" 2040 "Rancho Alegre" "San Quintín" "Baja California" "bc" "Operando" 28.22861111 -113.7552778 120
"112" 2041 "Nuevo Rosarito" "San Quintín" "Baja California" "bc" "Operando" 28.63444444 -114.0172222 20
"113" 2042 "Rosarito" "Playas De Rosarito" "Baja California" "bc" "Suspendida" 32.28777778 -117.0019444 150
"114" 2043 "San Agustín" "San Quintín" "Baja California" "bc" "Operando" 29.9375 -114.9669444 552
"115" 2044 "San Borja" "San Quintín" "Baja California" "bc" "Operando" 28.73527778 -113.7525 445
"116" 2045 "San Carlos" "Ensenada" "Baja California" "bc" "Suspendida" 31.78527778 -116.4636111 164
"117" 2046 "San Felipe" "Mexicali" "Baja California" "bc" "Operando" 31.0275 -114.8352778 10
"118" 2047 "San Fernando" "San Quintín" "Baja California" "bc" "Suspendida" 29.98333333 -115.2333333 10
"119" 2048 "San Jose" "San Quintín" "Baja California" "bc" "Suspendida" 31.06666667 -115.5833333 40
"120" 2049 "San Juan De Dios Norte" "Ensenada" "Baja California" "bc" "Suspendida" 32.1325 -116.165 1280
"121" 2050 "San Juan De Dios Sur" "San Quintín" "Baja California" "bc" "Suspendida" 30.18444444 -115.1375 600
"122" 2051 "San Luis Baja California" "San Quintín" "Baja California" "bc" "Suspendida" 29.72722222 -114.7108333 480
"123" 2052 "San Luis Gonzaga" "Ensenada" "Baja California" "bc" "Suspendida" 30.08333333 -114.6166667 1
"124" 2053 "San Miguel" "San Quintín" "Baja California" "bc" "Suspendida" 28.58333333 -113.95 440
"125" 2054 "San Rafael" "San Quintín" "Baja California" "bc" "Suspendida" 31.03333333 -115.9833333 100
"126" 2055 "San Telmo" "San Quintín" "Baja California" "bc" "Operando" 30.95 -116.1 60
"127" 2056 "San Vicente" "Ensenada" "Baja California" "bc" "Operando" 31.32916667 -116.2477778 110
"128" 2057 "Santa Catarina Norte" "Ensenada" "Baja California" "bc" "Suspendida" 31.65722222 -115.8238889 1150
"129" 2058 "Santa Catarina Sur" "San Quintín" "Baja California" "bc" "Operando" 29.72194444 -115.1302778 317
"130" 2059 "Santa Clara" "Mexicali" "Baja California" "bc" "Operando" 31.08055556 -115.2861111 410
"131" 2060 "Santa Cruz" "San Quintín" "Baja California" "bc" "Suspendida" 30.87861111 -115.6277778 980
"132" 2061 "Santa Gertrudis" "San Quintín" "Baja California" "bc" "Suspendida" 28.075 -113.0916667 400
"133" 2062 "Santa Isabel" "Ensenada" "Baja California" "bc" "Suspendida" 31.87111111 -115.8172222 1540
"134" 2063 "Santa Maria Del Mar" "San Quintín" "Baja California" "bc" "Operando" 30.40166667 -115.8883333 28
"135" 2064 "Santo Domingo" "Ensenada" "Baja California" "bc" "Suspendida" 31.63333333 -116.3769444 250
"136" 2065 "Santo Tomas" "Ensenada" "Baja California" "bc" "Operando" 31.79194444 -116.4061111 180
"137" 2066 "Laguna Hanson A. Sierra De Juárez" "Ensenada" "Baja California" "bc" "Suspendida" 32.00361111 -115.9483333 1580
"138" 2067 "Tepic" "Ensenada" "Baja California" "bc" "Suspendida" 31.15833333 -115.7205556 30
"139" 2068 "Tijuana" "Tijuana" "Baja California" "bc" "Suspendida" 32.525 -117.0416667 20
"140" 2069 "Valle De Las Palmas" "Tecate" "Baja California" "bc" "Suspendida" 32.37027778 -116.6536111 280
"141" 2070 "Valle Redondo" "Tijuana" "Baja California" "bc" "Suspendida" 32.51777778 -116.7561111 242
"142" 2071 "Colonia Valle De La Trinidad" "Ensenada" "Baja California" "bc" "Suspendida" 31.35583333 -115.6963889 740
"143" 2072 "Presa Emilio López Zamora" "Ensenada" "Baja California" "bc" "Operando" 31.89583333 -115.5972222 43
"144" 2073 "Tijuana (CFE)" "Tijuana" "Baja California" "bc" "Suspendida" 32.52416667 -117.0741667 25
"145" 2075 "Santa Gertrudis Misión" "San Quintín" "Baja California" "bc" "Suspendida" 28.05055556 -113.3997222 413
"146" 2076 "Las Palomas" "San Quintín" "Baja California" "bc" "Suspendida" 28.21833333 -113.0844444 480
"147" 2077 "La Misión" "Ensenada" "Baja California" "bc" "Operando" 32.10194444 -116.8111111 20
"148" 2078 "Rancho P. P. Cuchuma" "Tecate" "Baja California" "bc" "Operando" 32.56888889 -116.6611111 560
"149" 2079 "El Alamar" "Ensenada" "Baja California" "bc" "Suspendida" 31.83555556 -116.2038889 710
"150" 2084 "El Progreso" "San Quintín" "Baja California" "bc" "Operando" 29.9675 -115.1908333 517
"151" 2085 "San Regís" "San Quintín" "Baja California" "bc" "Suspendida" 28.59722222 -113.7547222 495
"152" 2086 "Ejido Jacume" "Tecate" "Baja California" "bc" "Operando" 32.59055556 -116.1916667 860
"153" 2087 "Ejido Doctor Oviedo Mota" "Mexicali" "Baja California" "bc" "Suspendida" 32.22888889 -115.1694444 8
"154" 2088 "Ejido Héroes De La Independencia" "Ensenada" "Baja California" "bc" "Operando" 31.61027778 -115.9375 1000
"155" 2089 "Ejido Emilio López Zamora" "Ensenada" "Baja California" "bc" "Suspendida" 31.10416667 -116.1683333 180
"156" 2090 "Ejido Erendira" "Ensenada" "Baja California" "bc" "Suspendida" 31.27527778 -116.3686111 91
"157" 2091 "Ejido Ignacio  López Rayón" "Ensenada" "Baja California" "bc" "Operando" 31.28777778 -116.2644444 170
"158" 2092 "Ejido San Matías" "Ensenada" "Baja California" "bc" "Operando" 31.33138889 -115.5436111 968
"159" 2093 "Ejido Valle De La Trinidad" "Mexicali" "Baja California" "bc" "Operando" 32.35611111 -115.7488889 780
"160" 2094 "El Farito" "Ensenada" "Baja California" "bc" "Suspendida" 31.98333333 -116.6666667 250
"161" 2095 "La Bocana De Santo Tomas" "San Quintín" "Baja California" "bc" "Suspendida" 29.86666667 -115 167
"162" 2096 "La Calentura" "Ensenada" "Baja California" "bc" "Operando" 31.27027778 -116.0369444 210
"163" 2097 "Laguna Salada" "Mexicali" "Baja California" "bc" "Suspendida" 32.22388889 -115.6905556 25
"164" 2099 "Rancho Los Algodones" "Ensenada" "Baja California" "bc" "Suspendida" 30.78138889 -115.175 460
"165" 2100 "Ejido Leandro Valle" "Ensenada" "Baja California" "bc" "Suspendida" 31.26666667 -115.7666667 100
"166" 2101 "El Centinela" "Mexicali" "Baja California" "bc" "Operando" 32.57527778 -115.7419444 50
"167" 2102 "La Ventana" "Mexicali" "Baja California" "bc" "Suspendida" 31.43972222 -115.0536111 16
"168" 2104 "El Ciprés" "Ensenada" "Baja California" "bc" "Suspendida" 31.79027778 -116.5880556 8
"169" 2105 "San Pedro Mártir (Parque Nacional)" "San Quintín" "Baja California" "bc" "Suspendida" 30.96888889 -115.5816667 2500
"170" 2106 "Maneadero" "Ensenada" "Baja California" "bc" "Suspendida" 31.69555556 -116.5727778 50
"171" 2107 "Percebu" "Ensenada" "Baja California" "bc" "Operando" 30.88555556 -114.7791667 4
"172" 2108 "Punta Banda" "Ensenada" "Baja California" "bc" "Operando" 31.71388889 -116.6661111 15
"173" 2109 "Santa Rosalita" "San Quintín" "Baja California" "bc" "Operando" 28.66805556 -114.2369444 8
"174" 2110 "Guayaquil" "San Quintín" "Baja California" "bc" "Operando" 29.96722222 -115.0969444 530
"175" 2111 "Ejido Nuevo Baja California" "San Quintín" "Baja California" "bc" "Operando" 30.51722222 -115.9313889 17
"176" 2114 "Ejido Carmen Serdán" "Tecate" "Baja California" "bc" "Operando" 32.24361111 -116.5844444 560
"177" 2118 "Valle De San Rafael" "Ensenada" "Baja California" "bc" "Operando" 31.91888889 -116.2341667 721
"178" 2119 "Cancio" "Tijuana" "Baja California" "bc" "Suspendida" 32.30972222 -116.6 450
"179" 2120 "Ejido México" "Ensenada" "Baja California" "bc" "Operando" 31.07222222 -116.2061111 75
"180" 2121 "El Hongo" "Tecate" "Baja California" "bc" "Operando" 32.51638889 -116.3027778 960
"181" 2122 "Real Del Castillo Viejo" "Ensenada" "Baja California" "bc" "Suspendida" 31.95138889 -116.7458333 610
"182" 2124 "El Carrizo II" "Tecate" "Baja California" "bc" "Operando" 32.49055556 -116.6838889 300
"183" 2131 "Ejido Rubén Jaramillo" "San Quintín" "Baja California" "bc" "Suspendida" 30.92361111 -116.1275 60
"184" 2132 "Ejido Zarahemila" "San Quintín" "Baja California" "bc" "Suspendida" 30.69027778 -116.0063889 8
"185" 2134 "Ejido Cuernavaca" "Mexicali" "Baja California" "bc" "Suspendida" 32.56166667 -115.3055556 8
"186" 2136 "Agua Hechicera" "Tecate" "Baja California" "bc" "Suspendida" 32.53694444 -116.62 1165
"187" 2137 "Colonia Mariana" "Mexicali" "Baja California" "bc" "Operando" 32.25861111 -115.3222222 9
"188" 2138 "Colonia Siete" "Mexicali" "Baja California" "bc" "Operando" 32.53 -115.4111111 7
"189" 2139 "Colonia Rodríguez" "Mexicali" "Baja California" "bc" "Operando" 32.41861111 -115.0361111 17
"190" 2140 "Colonia Zaragoza" "Mexicali" "Baja California" "bc" "Suspendida" 32.61027778 -115.5311111 8
"191" 2141 "Compuerta Benassini" "Mexicali" "Baja California" "bc" "Operando" 32.57027778 -115.1108333 20
"192" 2142 "Ejido Guadalajara" "Mexicali" "Baja California" "bc" "Suspendida" 32.54777778 -114.8786111 8
"193" 2143 "Ejido Plan Libertador" "Playas De Rosarito" "Baja California" "bc" "Suspendida" 32.4 -117 200
"194" 2144 "Ensenada Blanca" "San Quintín" "Baja California" "bc" "Suspendida" 28.41055556 -113.8638889 10
"195" 2145 "Rancho Williams" "Mexicali" "Baja California" "bc" "Suspendida" 32.62444444 -114.8777778 29
"196" 2146 "Colonia San Pedro Mártir" "Ensenada" "Baja California" "bc" "Suspendida" 31.0375 -115.2041667 416
"197" 2148 "San Felipe (OBS)" "Mexicali" "Baja California" "bc" "Operando" 31.02916667 -114.8394444 15
"198" 2149 "Puertecitos" "Ensenada" "Baja California" "bc" "Suspendida" 30.36722222 -114.8083333 20
"199" 2150 "Punta Final" "Ensenada" "Baja California" "bc" "Suspendida" 29.7375 -114.31 3
"200" 2151 "Agua De Chale" "Ensenada" "Baja California" "bc" "Operando" 30.63805556 -114.75 5
"201" 2152 "Ejido Jose Maria Pino Suárez" "Tecate" "Baja California" "bc" "Operando" 32.37277778 -116.0680556 1380
"202" 2153 "Ejido Uruapan" "Ensenada" "Baja California" "bc" "Operando" 31.61861111 -116.455 195
"203" 2154 "Colonia Zacatecas" "Mexicali" "Baja California" "bc" "Operando" 32.06027778 -115.0594444 12
"204" 2156 "El Florido" "Ensenada" "Baja California" "bc" "Operando" 32.47222222 -116.8211111 250
"205" 2160 "Ejido Jamau" "Ensenada" "Baja California" "bc" "Suspendida" 31.50277778 -115.725 980
"206" 2162 "Camalajue" "Ensenada" "Baja California" "bc" "Suspendida" 29.68333333 -114.1666667 20
"207" 2163 "Ejido Nuevo León (OBS)" "Mexicali" "Baja California" "bc" "Operando" 32.41277778 -115.1919444 11.4
"208" 2164 "Ejido El Porvenir" "Ensenada" "Baja California" "bc" "Operando" 32.10638889 -115.8522222 330
"209" 2165 "Mesa De San Jacinto" "San Quintín" "Baja California" "bc" "Operando" 30.88444444 -116.1236111 53
"210" 2166 "San Pedro Mártir (OBS. Astron.)" "Ensenada" "Baja California" "bc" "Suspendida" 31.04416667 -115.4588889 2950
"211" 2167 "Rancho Meling" "San Quintín" "Baja California" "bc" "Suspendida" 30.97305556 -115.7452778 645
"212" 2168 "Loma Tova" "Tecate" "Baja California" "bc" "Operando" 32.541028 -116.417 992
"213" 3001 "Aeropuerto Viejo" "La Paz" "Baja California Sur" "bcs" "Suspendida" 24.15 -110.2833333 20
"214" 3002 "Bahía Tortugas" "Mulegé" "Baja California Sur" "bcs" "Operando" 27.68888889 -114.8972222 15
"215" 3003 "Boca Del Salado" "Los Cabos" "Baja California Sur" "bcs" "Operando" 23.28861111 -109.4377778 20
"216" 3004 "Buenavista De Loreto" "Comondú" "Baja California Sur" "bcs" "Operando" 25.12083333 -111.8133333 30
"217" 3005 "Cabo San Lucas" "Los Cabos" "Baja California Sur" "bcs" "Operando" 22.88194444 -109.9125 15
"218" 3006 "Cadege" "Comondú" "Baja California Sur" "bcs" "Operando" 26.37611111 -112.5125 80
"219" 3007 "Caduaño" "Los Cabos" "Baja California Sur" "bcs" "Operando" 23.33194444 -109.9472222 200
"220" 3008 "Comondú" "Comondú" "Baja California Sur" "bcs" "Operando" 26.05833333 -111.825 300
"221" 3009 "El Aguajito" "La Paz" "Baja California Sur" "bcs" "Operando" 24.83888889 -111.1272222 200
"222" 3010 "El Álamo" "Mulegé" "Baja California Sur" "bcs" "Suspendida" 27.1 -112.9333333 81
"223" 3011 "El Cajoncito" "La Paz" "Baja California Sur" "bcs" "Operando" 24.14583333 -110.2055556 200
"224" 3012 "El Paso De Iritu" "La Paz" "Baja California Sur" "bcs" "Operando" 24.77972222 -111.15 140
"225" 3013 "El Pilar" "La Paz" "Baja California Sur" "bcs" "Operando" 24.46972222 -111.0016667 120
"226" 3014 "El Molino" "Comondú" "Baja California Sur" "bcs" "Operando" 24.84027778 -111.7833333 20
"227" 3015 "El Rosario" "La Paz" "Baja California Sur" "bcs" "Operando" 23.86111111 -110.6555556 45
"228" 3016 "El Rosarito" "Mulegé" "Baja California Sur" "bcs" "Operando" 26.76416667 -112.4186111 640
"229" 3017 "El Tablón" "Mulegé" "Baja California Sur" "bcs" "Suspendida" 27.76666667 -113.35 90
"230" 3018 "El Triunfo" "La Paz" "Baja California Sur" "bcs" "Operando" 23.80222222 -110.1091667 500
"231" 3019 "Guadalupe" "Mulegé" "Baja California Sur" "bcs" "Operando" 26.92222222 -112.4083333 720
"232" 3020 "Iraky" "La Paz" "Baja California Sur" "bcs" "Operando" 24.82861111 -111.2188889 140
"233" 3021 "La Aguja" "La Paz" "Baja California Sur" "bcs" "Suspendida" 23.98333333 -110.8833333 27
"234" 3022 "La Angostura" "Comondú" "Baja California Sur" "bcs" "Operando" 25.05333333 -111.1222222 280
"235" 3023 "Lagunillas" "La Paz" "Baja California Sur" "bcs" "Operando" 24.02166667 -110.3552778 40
"236" 3024 "La Maquina" "Loreto" "Baja California Sur" "bcs" "Suspendida" 25.46666667 -111.1833333 340
"237" 3025 "La Palma" "Mulegé" "Baja California Sur" "bcs" "Suspendida" 27.56666667 -112.6 100
"238" 3026 "La Paz (OBS)" "La Paz" "Baja California Sur" "bcs" "Operando" 24.11666667 -110.3166667 10
"239" 3027 "La Poza Grande" "Comondú" "Baja California Sur" "bcs" "Operando" 25.76111111 -112.0375 25
